name,year,average_rating,users_rated
ESSEN The Game: SPIEL'13,2014,6.81718,386
BUS,2015,6.3342,393
Malifaux (second edition),2013,8.16114,389
Nightfall: The Coldest War,2012,7.27237,384
We Didn't Playtest This: Legacies,2012,6.13896,385
Gorus Maximus,2018,6.80259,415
Henchmania,2016,6.93444,397
Card City,2012,6.07258,384
Nile DeLuxor,2011,6.64878,385
Colorpop,2011,5.69216,385
Dark Souls: The Card Game,2018,7.10609,398
DÃ©jÃ  Vu,2017,6.62446,389
ChosÅn,2014,6.68154,382
King's Road,2017,6.66229,393
Peak Oil,2017,6.79225,382
Human Punishment: Social Deduction 2.0,2018,8.07415,389
Dungeon of Fortune,2015,6.18919,383
Shitenno,2011,6.74462,381
Crazy Karts,2016,5.97162,384
Trash Pandas,2017,6.8274,404
VOLT: Robot Battle Arena,2014,6.99719,379
Escape Plan,2019,7.93157,901
Cardline: Dinosaurs,2014,6.10752,379
Starving Artists,2017,6.95251,391
BITS,2011,6.44467,375
Hannin Wa Odoru,2013,6.5245,378
Polterfass,2013,6.396,375
Kanzume Goddess,2012,6.61158,375
Half-Pint Heroes,2017,6.81534,382
Ortus Regni,2014,7.56988,384
Kulami,2011,7.16812,377
Fold-it,2016,6.33286,381
Extra!,2011,6.51185,373
Roll to the Top!,2018,6.90549,426
Vengeance,2018,7.28286,375
MammuZ,2015,6.30392,373
Spy Club,2018,7.32255,389
Pie Town,2017,6.5679,376
Kosmonauts,2012,6.67463,369
Revolver 2: Last Stand at Malpaso,2012,7.05044,370
Reworld,2017,6.74259,372
Ascension X: War of Shadows,2016,7.68005,371
Cosmic Run,2015,7.19953,371
Karuba: The Card Game,2017,6.48243,378
Kigi,2014,6.35195,368
"Warhammer 40,000: Kill Team",2018,8.12802,388
Brikks,2018,6.58927,397
Loot N Run,2016,6.52959,367
Darklight: Memento Mori,2018,8.71062,370
Around the World in 80 Days,2016,6.49703,370
Code of Nine,2012,6.46645,369
Sherlock 13,2013,6.48065,372
Kill the Overlord,2012,5.99929,365
Fleet: The Dice Game,2018,7.76663,403
Escape Tales: The Awakening,2018,7.65225,428
Expedition: Famous Explorers,2013,6.83207,367
Singapore,2011,6.17497,366
Tsukuyumi: Full Moon Down,2018,8.32224,381
Fool's Gold,2015,7.08565,367
Far Space Foundry,2015,6.82505,368
Okanagan: Valley of the Lakes,2017,6.79373,367
1955: The War of Espionage,2011,6.07685,365
Steam Torpedo: First Contact,2011,6.24396,365
AztlÃ¡n,2012,6.36475,364
Hoplomachus: The Lost Cities,2012,7.98135,364
MusÃ©e,2014,6.89327,364
Guild Ball,2015,7.98698,368
Prohis,2014,6.26781,365
Auf Teufel komm raus,2013,6.73965,366
Lost in R'lyeh,2016,6.08146,368
Lincoln,2018,7.33759,375
Kings of Israel,2014,7.37664,366
Draconis Invasion,2016,7.29311,366
Adventure Time Card Wars: BMO vs. Lady Rainicorn,2014,6.21277,364
Noxford,2016,6.28057,368
Visitor in Blackwood Grove,2017,6.44929,379
Warhammer Underworlds: Nightvault,2018,8.23366,403
An Infamous Traffic,2016,7.27981,371
Eight Epics,2015,5.96152,363
Dungeon Time,2017,6.75224,366
Elfenroads,2015,7.10524,361
Belratti,2018,7.282,404
Monolith Arena,2018,7.87402,369
Tales & Games: Baba Yaga,2013,5.53032,360
Legends of Andor: The Last Hope,2017,7.92658,363
Pirates of the 7 Seas,2015,6.67677,362
Marvel Dice Masters: Civil War,2016,7.50763,358
Animal Upon Animal: Small and Yet Great!,2011,6.27154,357
Pathfinder Adventure Card Game: Mummy's Mask â€“ Base Set,2016,8.13104,367
Lap Dance,2014,5.62387,353
Dice Heist,2016,6.40798,356
Dungeons & Dragons Dice Masters: FaerÃ»n Under Siege,2016,7.65983,355
Da ist der Wurm drin,2011,6.35285,354
Panzer (second edition),2012,7.80828,354
Patronize,2013,6.12453,353
Lost Legacy: Third Chronicle â€“ Sacred Grail & Staff of Dragons,2015,6.92167,354
Al Rashid,2012,6.64749,351
The Cousins' War,2017,7.3194,362
Dracula's Feast,2017,7.02528,354
Johari,2014,6.38106,354
Krass Kariert,2018,7.08145,400
Mini Curling Game,2012,6.56218,353
"Warhammer 40,000 (sixth edition)",2012,6.74023,351
Barbarians: The Invasion,2018,7.484,362
Gloobz,2014,6.16839,353
Neptun,2014,6.56186,350
The Lord of the Rings: The Return of the King Deck-Building Game,2014,7.07333,350
Lemonade Stand,2012,5.97357,353
Linkee,2012,6.3356,357
We Will Wok You,2012,6.31487,347
Holiday Fluxx,2014,6.27221,348
How to Rob a Bank,2017,6.67712,364
Billionaire Banshee,2014,6.38027,348
Holding On: The Troubled Life of Billy Kerr,2018,6.41919,371
Looterz,2016,6.7113,355
Phantom Leader Deluxe,2013,8.02682,350
Jupiter Rescue,2013,6.68966,348
Dungeons & Dragons: Tomb of Annihilation Board Game,2017,7.93849,354
Ninja Taisen,2014,6.45014,350
18CZ,2017,8.00772,361
IquazuÌ,2017,6.83458,355
Deck Building: The Deck Building Game,2015,5.51341,346
Cataclysm: A Second World War,2018,7.8956,368
Gentlemen Thieves,2012,6.22667,344
Maquis,2013,7.00867,354
Lift Off! Get me off this Planet!,2015,6.88823,344
Doctor Panic,2016,6.30251,342
1920 Wall Street,2017,6.78669,350
Dragon's Breath,2017,6.7064,368
BONK,2017,6.61687,348
Dragon Run,2014,6.15945,344
Wombat Rescue,2015,6.58263,343
Dark Dealings,2016,6.63561,344
Redshirts,2012,4.58021,341
"Fort Sumter: The Secession Crisis, 1860-61",2018,6.91648,375
Pixel Glory,2014,6.73604,341
The Hobbit: An Unexpected Journey,2013,6.31246,346
Kalimambo,2011,6.13798,341
Cosmogenesis,2017,7.56997,347
Venetia,2013,7.04383,342
Raids,2018,6.75504,357
Starship Samurai,2018,7.05898,353
Qwixx: Das Kartenspiel,2014,6.39549,341
Apocalypse Chaos,2015,6.71494,342
North American Railways,2016,6.78975,344
Einstein: His Amazing Life and Incomparable Science,2017,6.77083,344
Farlight,2017,6.92789,346
Tatsu,2016,6.70775,345
The Wizard Always Wins,2017,6.83284,348
Michael Strogoff,2017,6.82916,343
Kreus,2016,6.80296,345
Disc Duelers,2013,6.72641,340
Shephy,2013,6.81331,338
The King's Guild,2018,7.73911,352
Paradox,2016,7.18714,338
Night of the Grand Octopus,2014,5.51403,338
Black Rose Wars,2019,8.49858,414
The Game: Face to Face,2017,7.15538,348
Casa Grande,2011,6.48021,337
Piratoons,2015,6.44445,336
Cave Evil,2011,7.91675,335
Unlock! Fifth Avenue,2017,6.93598,341
Munchkin Axe Cop,2011,6.13167,335
Kryptos,2014,6.47885,338
DrunkQuest,2013,6.33866,335
Mars Needs Mechanics,2013,5.92012,333
Pocket Battles: Macedonians vs. Persians,2012,6.91028,335
Sakura,2017,6.263,337
Railroad Rivals,2018,6.615,346
Way of the Panda,2018,7.05509,343
Kero,2018,7.24849,346
Lords of War: Orcs versus Dwarves,2012,6.77345,333
Mount Everest,2013,6.40179,336
HEXplore It: The Valley of the Dead King,2017,7.89811,334
Age of Thieves,2016,6.84927,334
Heroes,2015,6.29667,336
Firefly Adventures: Brigands and Browncoats,2018,7.13494,342
ICECOOL2,2018,7.39787,366
Let's Make a Bus Route,2018,7.30166,355
Munchkin Conan,2012,6.45652,330
Romolo o Remo?,2013,6.7568,328
Carthago: Merchants & Guilds,2017,7.04314,349
Origami,2017,6.72613,331
Pocket Ops,2017,6.66292,338
The Arrival,2016,6.74342,333
Fief,2011,7.27461,330
Black Sonata,2017,7.7299,411
Scuttle!,2016,6.59489,331
Scripts and Scribes: The Dice Game,2012,6.60031,327
Shadows of Malice,2014,7.36167,330
Gearworld: The Borderlands,2013,5.51712,329
Mush! Mush!: Snow Tails 2,2013,6.94619,328
Hoplomachus: Origins,2015,7.85341,330
Risk: The Walking Dead â€“ Survival Edition,2013,6.54811,328
Risk: StarCraft Collector's Edition,2012,6.4007,330
Darkest Night (Second edition),2018,7.74191,329
The Mysterious Forest,2016,5.87311,331
Hemloch,2011,6.87012,325
Siberia,2011,6.81672,325
Wing Leader: Victories 1940-1942,2015,7.97457,325
Diner,2014,6.1981,327
Voodoo Prince,2017,6.96208,344
Shaky Manor,2017,6.15692,337
Card City XL,2017,6.61468,328
Latice,2015,6.81655,327
Cartagena,2017,6.67801,334
Do De Li Do,2016,6.72392,337
EselsbrÃ¼cke,2011,6.95037,324
Angry Birds: The Card Game,2011,4.64563,325
Spookies,2015,6.19452,325
Dragon Farkle,2015,6.28333,327
Dreams,2016,6.46505,322
Final Touch,2016,6.09772,329
Zong Shi,2012,6.54571,322
Cat Box,2015,6.20426,325
Pulp Detective,2018,5.9606,327
Conflict of Heroes: Guadalcanal â€“ The Pacific 1942,2016,8.23574,326
DC Comics Dice Masters: World's Finest,2016,7.60089,324
Dastardly Dirigibles,2016,6.43123,326
Unicornus Knights,2016,7.1196,328
Mount Drago,2011,5.89612,320
Skyliners,2015,6.01942,324
The Edge: Dawnfall,2018,8.517,322
Fish Cook,2012,6.95498,321
Catan: Family Edition,2012,6.64395,323
Veggie Garden,2017,6.10899,323
Suspicion,2016,6.25833,327
Pingo Pingo,2015,6.41357,327
Krosmaster: Quest,2015,6.89625,325
Macroscope,2016,6.02271,324
The Ruhr: A Story of Coal Trade,2017,7.07055,326
Tribes: Early Civilization,2017,6.63165,322
Test of Fire: Bull Run 1861,2011,6.57603,316
GoodCritters,2018,7.30762,356
Tweeeet,2012,6.24728,317
Dogs,2013,7.03916,321
Glastonbury,2013,6.60851,316
City Hall,2014,6.57085,316
Bear Valley,2016,5.48739,320
Push a Monster,2015,6.15338,317
Penny Arcade: The Game â€“ Rumble in R'lyeh,2012,6.97873,315
Victorian Masterminds,2019,6.89439,367
GOSU 2: Tactics,2012,7.03956,315
Clinic,2014,7.21193,330
Templar: The Secret Treasures,2013,6.35662,316
Jarl: The Vikings Tile-Laying Game,2015,7.02765,315
Monster Crunch! The Breakfast Battle Game,2018,6.48759,334
Coconuts Duo,2014,7.05249,317
Nyctophobia,2018,6.44799,335
King of the Dice,2017,6.71637,326
Escape Room In A Box: The Werewolf Experiment,2016,7.37369,317
Long Live the Queen,2014,6.61267,319
Wilderness,2011,6.61906,314
Horizons,2018,7.03378,329
Port Royal: Unterwegs!,2016,6.5628,319
Rhodes,2016,6.64099,314
Spellbound,2012,6.84566,311
Dungeon Mayhem,2018,6.85505,341
Flying Kiwis,2015,6.24782,312
Band of Brothers: Ghost Panzer,2013,8.05276,313
Checkpoint Charlie,2016,6.53171,313
Deadzone,2013,7.35903,309
Space Infantry,2011,6.93592,309
Herbalism,2017,6.7581,311
Orongo,2014,6.59189,313
Hostage Negotiator: Crime Wave,2017,7.72848,316
Paku Paku,2017,6.50221,317
The Blue Lion,2011,5.94252,306
Mercurius,2012,6.22729,306
The Faceless,2018,6.95614,363
Warriors & Traders,2011,6.28016,305
Resistor_,2015,6.59476,307
IlÃ´s,2017,6.85202,313
Mistfall: Heart of the Mists,2016,7.56433,307
Sector 6,2017,6.33932,308
Siggil,2015,6.36449,308
Race to the New Found Land,2018,6.85232,315
Enemy Action: Ardennes,2015,8.67032,308
France '40,2013,7.71808,307
30 Rails,2016,6.71668,306
Ivor the Engine,2014,6.44446,307
Ratland,2017,7.08823,310
Colonialism,2013,6.83497,302
Master Merchant,2011,6.13432,303
Favelas,2017,6.4573,311
Sebastian Fitzek Safehouse,2017,6.65969,316
Villages,2011,6.53914,307
Tales & Games: Little Red Riding Hood,2015,5.91877,304
Die fiesen 7,2015,6.51573,314
Skyjo,2015,6.87739,320
Mercante,2012,6.67405,303
Divinity Derby,2017,6.95412,306
The Hobbit: An Unexpected Journey Deck-Building Game,2014,6.98696,303
The Village Crone,2015,5.87714,303
Berserk: War of the Realms,2013,6.40957,303
Tentacle Bento,2012,5.45008,299
Pack of Heroes,2014,6.4101,300
Impact: Battle of Elements,2018,6.745,328
Speak Out,2016,5.01656,302
Magnastorm,2018,6.92,338
Ka-Boom,2013,6.29373,299
Rescue Polar Bears: Data & Temperature,2017,7.37375,307
Baobab,2012,6.11562,305
Mi Tierra: New Era,2016,6.83924,302
Gorechosen,2016,7.22185,303
SUTAKKU,2011,6.2015,300
The Lady and the Tiger,2017,6.98338,311
D100 Dungeon,2017,7.8466,303
Dungeon Heroes,2013,6.3956,298
King Chocolate,2015,6.66498,301
Council of Blackthorn,2016,7.36883,299
Spoils of War,2017,7.08059,303
High Noon Saloon,2011,6.34452,301
Sultans of Karaya,2011,6.35268,299
Assassinorum: Execution Force,2015,6.72124,299
Bad Beets,2015,5.67527,298
Huns,2018,6.99852,305
Monster My Neighbor,2015,6.04215,298
Sundae Split,2017,6.92679,305
Clacks: A Discworld Board Game,2015,6.3345,300
Catan: Ancient Egypt,2014,7.27913,300
The Order of Vampire Hunters,2018,7.64243,301
Operation F.A.U.S.T.,2015,6.32272,294
Korrigans,2014,6.37171,296
Complots,2013,6.85597,298
Invaders,2013,6.95551,294
ebbes,2013,6.73331,296
Fields of Despair: France 1914-1918,2017,8.02778,296
Black Stories Funny Death Edition,2011,6.14199,293
Food Truck Champion,2017,6.79051,296
Splash!,2014,6.28704,291
Spexxx,2013,6.42439,294
The Institute for Magical Arts,2015,6.94988,294
The Sneaky Snacky Squirrel Game,2011,5.05589,297
The Doom That Came To Atlantic City,2013,6.02602,294
Skyward,2017,6.77493,297
Mars Attacks: Ten-Minute Takedown,2015,5.78603,290
7 Days of Westerplatte,2013,6.70137,291
Grand Prix,2016,7.20137,292
Dr. Shark,2011,6.19347,291
Kenjin,2015,6.49013,297
Jolly Roger: The Game of Piracy & Mutiny,2015,6.39058,292
Codex: Card-Time Strategy â€“ Core Set,2016,7.67724,297
Smartphone Inc.,2018,7.58164,328
Renaissance Man,2013,5.79787,291
"1066, Tears To Many Mothers",2018,7.27257,314
Mythic Battles,2012,6.88476,288
Klondike Rush,2017,6.56605,293
Jungle Speed Safari,2013,6.224,290
Kingdom of Heaven: The Crusader States 1097-1291,2012,7.6582,293
1714: The Case of the Catalans,2014,7.04633,289
Space Maze,2011,5.90833,288
Who Did It?,2018,6.47669,302
KUMO Hogosha,2015,6.8016,294
Hive Mind,2016,7.1485,293
The Undercity: An Iron Kingdoms Adventure Board Game,2015,7.16828,291
Dinosaur Tea Party,2018,6.92243,309
Circus Train (Second edition),2013,7.16278,288
Dig Down Dwarf,2013,6.27222,291
Nightmarium,2014,6.56877,293
Unicorn Glitterluck,2014,5.98,293
Pandemonium,2017,7.76167,287
The Tea Dragon Society Card Game,2018,6.29389,296
Firefly: Out to the Black,2013,5.64479,288
Holland '44: Operation Market-Garden,2017,8.29882,297
Pictomania (second edition),2018,7.76884,319
Saga,2011,7.97073,287
Battle Merchants,2014,6.80749,287
Vikings: Warriors of the North,2013,5.3841,290
Battle Beyond Space,2012,6.3607,286
Crazy Time,2013,6.84586,290
Guildhall Fantasy: Alliance,2016,7.30841,286
Sedition Wars: Battle for Alabaster,2013,5.70867,286
Hapsburg Eclipse,2014,7.26163,289
Shahrazad,2015,6.37163,289
Island Siege,2013,6.78112,286
Hellboy: The Board Game,2019,8.37218,437
Captains of the Gulf,2018,7.14637,306
Northern Pacific,2013,7.04601,301
Basari: Das Kartenspiel,2014,6.58602,290
Apocrypha Adventure Card Game,2017,6.85632,290
Robin,2014,5.86493,284
Hordes: High Command,2013,6.44213,286
Deer in the Headlights Game,2012,4.75324,288
Gruff,2015,6.70138,281
GEM,2015,6.38784,287
Gum Gum Machine,2015,5.86091,285
Bohn To Be Wild!,2012,6.70271,284
Xi'an,2017,7.26007,287
Sticky Chameleons,2017,6.4681,294
Monsters vs. Heroes: Victorian Nightmares,2015,6.08527,283
LOAD: League of Ancient Defenders,2016,6.56024,288
Tales & Games: The Grasshopper & the Ant,2015,6.34301,285
Spheres of Influence: Struggle for Global Supremacy,2016,7.87737,285
Archmage,2018,6.9625,290
Prime Time,2015,6.02698,281
Time of Legends: Joan of Arc,2019,9.04887,300
Where Art Thou Romeo?,2013,4.96669,281
Mare Balticum,2011,6.31035,282
Pantone: The Game,2018,6.39107,294
No Retreat! The North African Front,2013,7.38106,282
The Impossible Machine,2011,5.36915,282
Rory's Story Cubes: Enchanted,2013,6.69454,282
Simon's Cat Card Game,2016,6.08356,279
Crooks,2012,6.19875,280
Story War,2013,5.02814,279
Allegiance: A Realm Divided,2015,8.05946,278
Tudor,2018,7.09265,309
Mint Tin Mini Apocalypse,2015,7.11857,280
The Butterfly Garden,2016,6.79696,278
The Little Prince: Rising to the Stars,2015,6.09646,280
Mysthea,2019,8.1417,352
Brandon the Brave,2013,6.43996,281
Purrrlock Holmes: Furriarty's Trail,2017,6.68061,281
Criss Cross,2017,6.33492,287
D-Day at Tarawa,2014,8.19569,281
U-Boat Leader,2011,6.91569,281
Blue Max: World War I Air Combat,2014,6.75892,278
Fallen City of Karez,2012,4.5387,278
Waka Waka,2012,6.01921,276
Ion: A Compound Building Game,2015,6.51149,288
Pie Factory,2014,5.71344,278
Tanks: Panther vs Sherman,2016,7.4132,282
Spurs: A Tale in the Old West,2014,7.0137,276
Letnisko,2013,6.746,275
Jurassic Park: Danger! Adventure Strategy Game,2018,6.58539,297
Unspeakable Words: Deluxe Edition,2015,6.4956,277
Go Go Gelato!,2017,6.43229,279
Bang! The Dice Game: The Walking Dead,2015,6.72554,278
3012,2012,5.56321,274
Ultimate Werewolf,2014,6.61375,275
Roar-a-Saurus,2014,6.05493,273
Scott Pilgrim's Precious Little Card Game,2017,6.51462,277
Dragon Punch,2014,6.20366,273
Tortuga,2014,5.75224,274
Feudalia,2011,7.26863,276
Airborne Commander,2015,6.90648,273
AttrAction,2012,6.30368,272
The Last Banquet,2012,5.59531,273
Street Masters,2018,8.39441,281
Steam Donkey,2014,6.70161,273
Pretense,2015,5.74858,273
OrganATTACK!,2016,6.52332,340
Kairo,2012,6.6682,270
Say Anything Family Edition,2011,6.72021,273
Biosphere,2017,7.38729,273
The Big Idea,2011,6.1848,271
Mask of Anubis,2016,7.08705,271
Sailing Toward Osiris,2018,6.81961,285
The X-Files,2015,6.37677,268
High Treason: The Trial of Louis Riel,2016,7.37659,273
Thrash'n Roll,2015,6.75967,271
Zeppelin Attack!,2014,6.82433,269
Mr. Cabbagehead's Garden,2016,7.27021,285
Unreal Estate,2017,6.15454,277
Corto,2013,6.6959,268
Bali,2017,6.89184,277
Karesansui,2013,6.54052,270
Hellas,2016,6.81333,270
Dice Drivin',2016,6.64313,266
Bruti,2015,7.04944,267
Race to Adventure: The Spirit of the Century Exploration Game,2013,6.20709,266
ORC,2017,6.59803,271
Captive,2016,7.3062,276
Dark Horse,2012,6.74307,268
Pixel Lincoln: The Deckbuilding Game,2013,5.86243,267
Subatomic: An Atom Building Game,2018,7.14536,289
Lift Off,2018,7.30496,278
HÃ¤ndler der Karibik,2013,6.80556,266
Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,2018,8.26373,274
Brutal Kingdom,2016,6.45401,273
"Crusade and Revolution: The Spanish Civil War, 1936-1939",2013,8.48765,276
Alien Uprising,2014,6.16264,265
Lemminge,2014,6.39094,265
Trickster: Champions of Time,2017,6.54457,265
Space Station,2011,6.61415,265
Guards of Atlantis: Tabletop MOBA,2017,7.37135,267
Wizards of the Wild,2015,6.76146,262
Ravine,2017,6.57777,282
Daxu,2015,6.61888,267
Mayday!Mayday!,2013,6.44428,264
TROLL,2015,6.56819,265
Blood on the Clocktower,2019,6.96768,309
Farmerama,2012,6.19936,264
Middara,2019,8.93522,357
Hospital Rush,2014,5.99397,262
Taluva Deluxe,2015,7.91996,263
Ars Alchimia,2014,6.81769,268
Epigo,2011,6.83125,263
Guildhall Fantasy: Coalition,2016,7.24451,263
Arraial,2018,6.79247,275
Infidel,2011,7.48745,263
Justice League: Hero Dice â€“ Batman,2015,6.50433,262
Damage Report,2014,6.50668,265
Ab in die Tonne,2013,6.13103,261
Shifty Eyed Spies,2017,6.93523,275
The Goonies: Adventure Card Game,2016,6.4446,266
Warhammer Age of Sigmar: Champions Trading Card Game,2018,7.90907,264
Pillars of Eternity: Lords of the Eastern Reach,2016,6.59351,262
Master Fox,2015,6.20983,264
Skull King: Das WÃ¼rfelspiel,2016,6.6559,264
Leviathans,2012,7.05769,260
POOP: The Game,2014,5.13696,259
Upon a Fable,2013,6.27896,259
Dragonscroll,2014,6.58377,259
Hitler's Reich,2018,6.91322,270
Gem Rush,2013,6.73423,260
Temple Run: Danger Chase,2012,5.65651,259
The Hunger Games: District 12 Strategy Game,2012,5.28334,260
Meduris: Der Ruf der GÃ¶tter,2016,6.51179,264
Dice of Crowns,2016,6.48857,258
Hokkaido,2018,7.32372,278
Gold Ahoy!,2014,5.53935,263
Agamemnon,2016,6.72787,261
Regular Show Fluxx,2014,6.16197,259
Arcadia,2015,5.91788,259
Texas Showdown,2015,7.06373,271
Hot Rod Creeps,2012,6.67416,257
Rory's Story Cubes: Prehistoria,2013,6.69721,258
Ark & Noah,2012,6.62888,258
Hand of Fate: Ordeals,2018,7.59375,275
Old Men of the Forest,2011,5.607,257
Nerdy Inventions,2015,5.57874,261
Sakura Arms,2016,7.79052,267
Junk Orbit,2018,7.16193,270
HomeStretch,2012,6.70758,256
"Advanced Squad Leader: Starter Kit Expansion Pack #1",2011,8.2839,256
Fleet Commander: 1 â€“ Ignition,2014,7.78701,254
Ninja All-Stars,2015,6.36169,260
Animal Upon Animal: Crest Climbers,2011,7.0938,258
