Game,Country,Number of Users,Average Rating
Coloretto,Mexico,5,8.08
Coloretto,Netherlands,23,7.21
Coloretto,New Zealand,15,7.35
Coloretto,Norway,8,7.19
Coloretto,Philippines,4,6.50
Coloretto,Poland,36,7.10
Coloretto,Portugal,9,7.12
Coloretto,Romania,3,7.67
Coloretto,Russia,14,7.00
Coloretto,Saudi Arabia,1,7.00
Coloretto,Scotland,1,7.00
Coloretto,Serbia,1,6.00
Coloretto,Singapore,8,7.10
Coloretto,Slovakia,2,6.00
Coloretto,Slovenia,1,8.00
Coloretto,South Africa,3,7.33
Coloretto,South Korea,23,7.28
Coloretto,Spain,99,7.40
Coloretto,Sweden,15,7.30
Coloretto,Switzerland,7,8.27
Coloretto,Taiwan,23,7.43
Coloretto,Thailand,4,8.38
Coloretto,Ukraine,3,5.67
Coloretto,United Kingdom,72,7.31
Coloretto,USA,684,7.25
Coloretto,Uruguay,1,8.00
Coloretto,Venezuela,2,7.75
Coloretto,Vietnam,2,8.38
Coloretto,Wales,2,5.00
Colt Express,Argentina,9,8.06
Colt Express,Australia,23,7.60
Colt Express,Austria,8,8.19
Colt Express,Belarus,1,6.00
Colt Express,Belgium,11,7.37
Colt Express,Brazil,13,8.07
Colt Express,Bulgaria,3,6.67
Colt Express,Canada,58,7.48
Colt Express,Chile,5,7.24
Colt Express,China,6,8.03
Colt Express,Colombia,4,8.63
Colt Express,Costa Rica,2,7.00
Colt Express,Croatia,2,9.00
Colt Express,Czech Republic,4,7.00
Colt Express,Denmark,4,5.25
Colt Express,Ecuador,1,9.00
Colt Express,England,8,7.96
Colt Express,Estonia,2,7.50
Colt Express,Finland,13,7.58
Colt Express,France,21,8.07
Colt Express,Germany,99,7.59
Colt Express,Greece,13,7.42
Colt Express,Hong Kong,4,7.75
Colt Express,Hungary,10,7.20
Colt Express,Iceland,2,9.00
Colt Express,India,1,9.00
Colt Express,Indonesia,1,8.50
Colt Express,Ireland,6,7.75
Colt Express,Isle of Man,1,8.00
Colt Express,Israel,5,6.45
Colt Express,Italy,30,7.10
Colt Express,Japan,17,6.69
Colt Express,Latvia,3,7.75
Colt Express,Lithuania,2,8.00
Colt Express,Luxembourg,2,7.75
Colt Express,Malaysia,2,8.25
Colt Express,Mexico,7,8.29
Colt Express,Netherlands,12,7.61
Colt Express,New Zealand,7,7.00
Colt Express,Norway,7,6.57
Colt Express,Peru,1,8.00
Colt Express,Philippines,2,7.00
Colt Express,Poland,41,7.54
Colt Express,Portugal,7,7.93
Colt Express,Romania,7,7.93
Colt Express,Russia,4,7.13
Colt Express,Saudi Arabia,1,9.00
Colt Express,Scotland,2,8.25
Colt Express,Serbia,4,7.88
Colt Express,Singapore,1,7.40
Colt Express,Slovakia,1,5.50
Colt Express,Slovenia,1,8.00
Colt Express,South Africa,2,7.20
Colt Express,South Korea,13,7.14
Colt Express,Spain,79,7.49
Colt Express,Sweden,15,7.43
Colt Express,Switzerland,8,7.06
Colt Express,Taiwan,8,7.29
Colt Express,Thailand,5,7.34
Colt Express,Turkey,1,8.50
Colt Express,Uganda,1,8.00
Colt Express,Ukraine,2,10.00
Colt Express,United Kingdom,89,7.49
Colt Express,USA,325,7.35
Colt Express,Venezuela,2,7.00
Colt Express,Wales,3,6.00
Cosmic Encounter,Argentina,5,8.06
Cosmic Encounter,Australia,57,7.37
Cosmic Encounter,Austria,8,6.88
Cosmic Encounter,Belgium,12,7.13
Cosmic Encounter,Brazil,33,8.19
Cosmic Encounter,Bulgaria,2,7.50
Cosmic Encounter,Canada,141,7.38
Cosmic Encounter,Chile,3,6.67
Cosmic Encounter,China,3,5.83
Cosmic Encounter,Colombia,1,8.50
Cosmic Encounter,Croatia,4,7.75
Cosmic Encounter,Czech Republic,4,5.50
Cosmic Encounter,Denmark,7,6.80
Cosmic Encounter,England,5,7.12
Cosmic Encounter,Estonia,4,7.38
Cosmic Encounter,Finland,21,7.54
Cosmic Encounter,France,18,7.61
Cosmic Encounter,Germany,78,6.92
Cosmic Encounter,Greece,14,8.24
Cosmic Encounter,Guatemala,2,7.00
Cosmic Encounter,Guernsey,1,9.00
Cosmic Encounter,Hong Kong,8,6.79
Cosmic Encounter,Hungary,3,5.33
Cosmic Encounter,Iceland,1,7.50
Cosmic Encounter,Indonesia,2,8.50
Cosmic Encounter,Ireland,8,7.97
Cosmic Encounter,Israel,8,7.13
Cosmic Encounter,Italy,25,7.66
Cosmic Encounter,Japan,10,6.40
Cosmic Encounter,Latvia,2,6.75
Cosmic Encounter,Lebanon,1,5.00
Cosmic Encounter,Lithuania,6,5.75
Cosmic Encounter,Luxembourg,1,9.00
Cosmic Encounter,Macedonia,2,8.00
Cosmic Encounter,Malaysia,5,7.50
Cosmic Encounter,Mexico,6,7.50
Cosmic Encounter,Moldova,1,9.00
Cosmic Encounter,Netherlands,16,6.91
Cosmic Encounter,New Zealand,19,6.18
Cosmic Encounter,Norway,10,6.70
Cosmic Encounter,Peru,1,8.50
Cosmic Encounter,Philippines,6,8.08
Cosmic Encounter,Poland,9,8.11
Cosmic Encounter,Portugal,7,7.93
Cosmic Encounter,Romania,2,8.50
Cosmic Encounter,Russia,5,6.65
Cosmic Encounter,Scotland,3,7.50
Cosmic Encounter,Serbia,2,6.25
Cosmic Encounter,Singapore,2,7.45
Cosmic Encounter,Slovakia,1,9.00
Cosmic Encounter,Slovenia,2,9.00
Cosmic Encounter,South Africa,2,7.50
Cosmic Encounter,South Korea,5,6.00
Cosmic Encounter,Spain,59,7.21
Cosmic Encounter,Sri Lanka,1,8.00
Cosmic Encounter,Sweden,24,6.98
Cosmic Encounter,Switzerland,5,7.30
Cosmic Encounter,Taiwan,4,7.90
Cosmic Encounter,Thailand,4,6.88
Cosmic Encounter,Turkey,2,9.25
Cosmic Encounter,Ukraine,1,8.00
Cosmic Encounter,United Kingdom,99,7.24
Cosmic Encounter,USA,1087,7.60
Cosmic Encounter,Uruguay,1,8.50
Cosmic Encounter,Venezuela,3,5.50
Cosmic Encounter,Wales,2,8.00
Coup,American Samoa,1,8.00
Coup,Argentina,11,8.09
Coup,Australia,59,7.63
Coup,Austria,4,8.00
Coup,Belgium,8,7.63
Coup,Brazil,48,7.95
Coup,Bulgaria,4,5.75
Coup,Canada,129,7.42
Coup,Chile,5,6.90
Coup,China,9,7.50
Coup,Colombia,5,8.20
Coup,Croatia,1,9.00
Coup,Czech Republic,1,9.00
Coup,Denmark,6,6.17
Coup,England,8,6.78
Coup,Estonia,2,7.60
Coup,Finland,9,7.69
Coup,France,6,8.17
Coup,Germany,32,6.82
Coup,Greece,14,6.96
Coup,Guernsey,1,8.50
Coup,Hong Kong,4,7.00
Coup,Hungary,2,5.50
Coup,Iceland,1,8.00
Coup,India,3,7.33
Coup,Indonesia,4,8.38
Coup,Ireland,10,7.75
Coup,Isle of Man,1,8.00
Coup,Israel,7,6.69
Coup,Italy,10,6.88
Coup,Japan,13,6.62
Coup,Latvia,2,7.25
Coup,Lithuania,2,7.50
Coup,Luxembourg,1,8.00
Coup,Macedonia,1,6.00
Coup,Malaysia,3,8.33
Coup,Mexico,20,8.29
Coup,Moldova,1,10.00
Coup,Netherlands,14,6.79
Coup,New Zealand,10,7.03
Coup,Norway,3,6.00
Coup,Peru,1,6.00
Coup,Philippines,6,7.67
Coup,Poland,19,6.84
Coup,Portugal,12,7.03
Coup,Romania,1,10.00
Coup,Russia,5,6.00
Coup,Saudi Arabia,2,8.00
Coup,Scotland,5,8.00
Coup,Serbia,7,8.00
Coup,Singapore,2,7.00
Coup,Slovakia,2,7.25
Coup,Slovenia,1,8.00
Coup,South Africa,2,6.00
Coup,South Korea,12,6.46
Coup,Spain,57,6.95
Coup,Sweden,19,6.97
Coup,Switzerland,3,7.00
Coup,Taiwan,8,7.71
Coup,Thailand,9,7.63
Coup,Turkey,1,8.00
Coup,Uganda,1,7.00
Coup,Ukraine,1,10.00
Coup,United Kingdom,105,7.15
Coup,USA,818,7.35
Coup,Venezuela,2,5.50
Coup,Vietnam,2,6.15
Coup,Wales,2,6.00
Dead of Winter: A Crossroads Game,Argentina,12,8.77
Dead of Winter: A Crossroads Game,Australia,41,7.88
Dead of Winter: A Crossroads Game,Austria,4,7.78
Dead of Winter: A Crossroads Game,Belarus,1,8.00
Dead of Winter: A Crossroads Game,Belgium,8,7.63
Dead of Winter: A Crossroads Game,Bolivia,1,8.00
Dead of Winter: A Crossroads Game,Brazil,29,8.42
Dead of Winter: A Crossroads Game,Bulgaria,4,8.25
Dead of Winter: A Crossroads Game,Canada,120,8.07
Dead of Winter: A Crossroads Game,Chile,2,6.00
Dead of Winter: A Crossroads Game,China,11,8.34
Dead of Winter: A Crossroads Game,Colombia,3,8.00
Dead of Winter: A Crossroads Game,Croatia,2,6.70
Dead of Winter: A Crossroads Game,Czech Republic,7,7.43
Dead of Winter: A Crossroads Game,Denmark,6,9.08
Dead of Winter: A Crossroads Game,England,7,7.07
Dead of Winter: A Crossroads Game,Estonia,2,6.50
Dead of Winter: A Crossroads Game,Finland,9,8.81
Dead of Winter: A Crossroads Game,France,12,8.50
Dead of Winter: A Crossroads Game,Germany,53,7.74
Dead of Winter: A Crossroads Game,Greece,14,8.41
Dead of Winter: A Crossroads Game,Guatemala,1,9.00
Dead of Winter: A Crossroads Game,Hong Kong,5,8.10
Dead of Winter: A Crossroads Game,Hungary,4,6.50
Dead of Winter: A Crossroads Game,Iceland,1,10.00
Dead of Winter: A Crossroads Game,Indonesia,1,8.00
Dead of Winter: A Crossroads Game,Iran,1,8.00
Dead of Winter: A Crossroads Game,Iraq,1,9.00
Dead of Winter: A Crossroads Game,Ireland,9,7.94
Dead of Winter: A Crossroads Game,Isle of Man,1,9.00
Dead of Winter: A Crossroads Game,Israel,4,6.89
Dead of Winter: A Crossroads Game,Italy,18,6.61
Dead of Winter: A Crossroads Game,Japan,9,7.06
Dead of Winter: A Crossroads Game,Latvia,3,7.00
Dead of Winter: A Crossroads Game,Lithuania,8,8.13
Dead of Winter: A Crossroads Game,Luxembourg,1,7.00
Dead of Winter: A Crossroads Game,Macedonia,1,10.00
Dead of Winter: A Crossroads Game,Malaysia,3,8.83
Dead of Winter: A Crossroads Game,Malta,1,9.00
Dead of Winter: A Crossroads Game,Mexico,15,8.67
Dead of Winter: A Crossroads Game,Netherlands,12,7.58
Dead of Winter: A Crossroads Game,New Zealand,9,7.78
Dead of Winter: A Crossroads Game,Norway,8,7.88
Dead of Winter: A Crossroads Game,Philippines,5,8.30
Dead of Winter: A Crossroads Game,Poland,29,7.97
Dead of Winter: A Crossroads Game,Portugal,13,8.22
Dead of Winter: A Crossroads Game,Qatar,1,8.80
Dead of Winter: A Crossroads Game,Romania,5,9.61
Dead of Winter: A Crossroads Game,Russia,6,7.67
Dead of Winter: A Crossroads Game,Scotland,2,8.00
Dead of Winter: A Crossroads Game,Serbia,1,8.50
Dead of Winter: A Crossroads Game,Singapore,2,7.75
Dead of Winter: A Crossroads Game,Slovakia,1,9.00
Dead of Winter: A Crossroads Game,South Africa,2,8.00
Dead of Winter: A Crossroads Game,South Korea,12,7.78
Dead of Winter: A Crossroads Game,Spain,67,8.00
Dead of Winter: A Crossroads Game,Sweden,12,8.86
Dead of Winter: A Crossroads Game,Switzerland,3,6.33
Dead of Winter: A Crossroads Game,Taiwan,4,8.00
Dead of Winter: A Crossroads Game,Thailand,4,6.63
Dead of Winter: A Crossroads Game,Turkey,1,8.50
Dead of Winter: A Crossroads Game,Ukraine,4,9.50
Dead of Winter: A Crossroads Game,United Kingdom,90,8.16
Dead of Winter: A Crossroads Game,USA,640,7.86
Dead of Winter: A Crossroads Game,Uruguay,3,8.67
Dead of Winter: A Crossroads Game,Venezuela,1,9.00
Diamant,Andorra,1,7.00
Diamant,Argentina,8,6.94
Diamant,Australia,46,6.97
Diamant,Austria,3,7.00
Diamant,Belarus,1,6.00
Diamant,Belgium,11,7.09
Diamant,Brazil,22,7.07
Diamant,Brunei,1,8.00
Diamant,Canada,96,7.04
Diamant,Chile,9,7.41
Diamant,China,4,6.95
Diamant,Colombia,1,10.00
Diamant,Croatia,1,8.00
Diamant,Czech Republic,2,7.50
Diamant,Denmark,5,4.80
Diamant,England,7,7.36
Diamant,Estonia,3,6.67
Diamant,Finland,20,6.93
Diamant,France,16,7.13
Diamant,Germany,61,6.90
Diamant,Greece,14,7.29
Diamant,Guatemala,1,1.00
Diamant,Hong Kong,8,7.31
Diamant,Hungary,3,7.00
Diamant,India,1,6.00
Diamant,Indonesia,1,7.00
Diamant,Ireland,2,7.75
Diamant,Israel,6,7.50
Diamant,Italy,17,7.24
Diamant,Japan,28,6.68
Diamant,Latvia,1,9.00
Diamant,Malaysia,5,6.96
Diamant,Malta,1,10.00
Diamant,Mexico,6,7.30
Diamant,Netherlands,11,7.29
Diamant,New Zealand,13,7.22
Diamant,Norway,11,7.18
Diamant,Philippines,2,8.00
Diamant,Poland,13,6.96
Diamant,Portugal,7,7.11
Diamant,Romania,2,6.75
Diamant,Russia,1,5.00
Diamant,Saudi Arabia,1,8.00
Diamant,Scotland,1,6.00
Diamant,Serbia,2,9.00
Diamant,Singapore,3,7.00
Diamant,Slovenia,3,8.33
Diamant,South Africa,3,6.83
Diamant,South Korea,13,6.86
Diamant,Spain,76,6.96
Diamant,Sweden,17,6.28
Diamant,Switzerland,3,6.67
Diamant,Taiwan,11,7.56
Diamant,Thailand,7,8.04
Diamant,Ukraine,1,9.00
Diamant,United Kingdom,81,7.60
Diamant,USA,684,7.24
Diamant,Uruguay,1,8.00
Diamant,Vietnam,1,7.50
Diamant,Wales,2,6.00
Diplomacy,Argentina,2,8.00
Diplomacy,Australia,34,7.23
Diplomacy,Austria,6,7.17
Diplomacy,Belgium,12,7.54
Diplomacy,Brazil,18,8.14
Diplomacy,Canada,115,7.65
Diplomacy,Chile,2,8.50
Diplomacy,China,1,5.90
Diplomacy,Czech Republic,1,8.00
Diplomacy,Denmark,10,7.25
Diplomacy,England,4,6.75
Diplomacy,Finland,18,7.28
Diplomacy,France,17,7.93
Diplomacy,Germany,59,7.21
Diplomacy,Greece,10,7.85
Diplomacy,Hong Kong,4,8.38
Diplomacy,Hungary,4,8.13
Diplomacy,Iceland,1,7.00
Diplomacy,India,1,7.00
Diplomacy,Indonesia,1,7.00
Diplomacy,Ireland,5,8.05
Diplomacy,Isle of Man,1,8.00
Diplomacy,Israel,2,6.00
Diplomacy,Italy,32,7.29
Diplomacy,Japan,6,6.67
Diplomacy,Latvia,1,6.00
Diplomacy,Lithuania,1,8.00
Diplomacy,Mexico,4,8.45
Diplomacy,Moldova,1,7.00
Diplomacy,Netherlands,19,6.60
Diplomacy,New Zealand,9,6.72
Diplomacy,Norway,10,6.80
Diplomacy,Peru,2,8.50
Diplomacy,Philippines,1,5.00
Diplomacy,Poland,5,7.40
Diplomacy,Portugal,9,6.28
Diplomacy,Russia,3,6.33
Diplomacy,Scotland,2,6.00
Diplomacy,Serbia,2,8.00
Diplomacy,Singapore,2,6.50
Diplomacy,Slovenia,1,10.00
Diplomacy,South Korea,3,7.67
Diplomacy,Spain,24,7.56
Diplomacy,Sweden,25,7.38
Diplomacy,Switzerland,2,8.00
Diplomacy,Taiwan,1,9.00
Diplomacy,Turkey,1,9.00
Diplomacy,Ukraine,1,8.00
Diplomacy,United Kingdom,88,6.79
Diplomacy,USA,601,7.40
Diplomacy,Venezuela,2,6.50
Dixit,Andorra,1,8.00
Dixit,Argentina,26,8.23
Dixit,Australia,83,7.65
Dixit,Austria,11,8.05
Dixit,Bahamas,1,10.00
Dixit,Belarus,3,8.33
Dixit,Belgium,45,7.65
Dixit,Bolivia,1,8.00
Dixit,Brazil,97,8.50
Dixit,Bulgaria,10,8.05
Dixit,Canada,187,7.71
Dixit,Chile,20,8.27
Dixit,China,27,7.79
Dixit,Colombia,5,8.90
Dixit,Costa Rica,2,9.50
Dixit,Croatia,10,8.20
Dixit,Czech Republic,18,8.12
Dixit,Denmark,14,7.21
Dixit,England,10,7.20
Dixit,Estonia,6,8.00
Dixit,Finland,28,7.46
Dixit,France,35,8.23
Dixit,Germany,111,7.12
Dixit,Greece,49,7.87
Dixit,Hong Kong,13,7.98
Dixit,Hungary,25,8.40
Dixit,Iceland,2,8.75
Dixit,India,4,8.13
Dixit,Indonesia,5,8.54
Dixit,Ireland,16,7.86
Dixit,Israel,14,7.78
Dixit,Italy,69,7.99
Dixit,Japan,37,7.32
Dixit,Latvia,8,8.00
Dixit,Lithuania,17,7.81
Dixit,Luxembourg,3,7.67
Dixit,Macedonia,2,7.00
Dixit,Malaysia,8,7.88
Dixit,Malta,1,8.50
Dixit,Mexico,20,8.56
Dixit,Moldova,1,9.00
Dixit,Netherlands,33,7.90
Dixit,New Zealand,19,7.63
Dixit,Norway,14,7.25
Dixit,Other-Eastern Europe,1,6.00
Dixit,Other-Middle East,1,7.00
Dixit,Peru,3,8.67
Dixit,Philippines,8,7.88
Dixit,Poland,123,7.77
Dixit,Portugal,25,7.86
Dixit,Qatar,2,7.10
Dixit,Romania,16,8.10
Dixit,Russia,22,7.91
Dixit,Saudi Arabia,3,7.33
Dixit,Scotland,5,8.30
Dixit,Serbia,10,8.30
Dixit,Singapore,9,8.28
Dixit,Slovakia,4,8.00
Dixit,Slovenia,4,8.75
Dixit,South Africa,4,8.33
Dixit,South Korea,28,7.55
Dixit,Spain,159,7.92
Dixit,Sweden,34,7.37
Dixit,Switzerland,9,7.44
Dixit,Taiwan,32,7.98
Dixit,Thailand,16,8.52
Dixit,Turkey,1,8.50
Dixit,Turks and Caicos Islands,1,4.00
Dixit,Uganda,1,8.00
Dixit,Ukraine,12,8.54
Dixit,United Kingdom,148,7.72
Dixit,USA,1075,7.52
Dixit,Uruguay,4,8.75
Dixit,Venezuela,2,8.00
Dixit,Vietnam,2,7.63
Dixit,Wales,1,10.00
Dominion,American Samoa,1,8.00
Dominion,Andorra,1,5.00
Dominion,Argentina,21,8.62
Dominion,Australia,123,7.81
Dominion,Austria,20,8.13
Dominion,Belarus,2,10.00
Dominion,Belgium,57,8.27
Dominion,Bolivia,2,9.00
Dominion,Brazil,75,8.39
Dominion,Brunei,1,10.00
Dominion,Bulgaria,7,8.00
Dominion,Canada,384,8.13
Dominion,Chile,16,8.19
Dominion,China,31,8.62
Dominion,Colombia,5,9.10
Dominion,Costa Rica,1,10.00
Dominion,Croatia,6,8.22
Dominion,Czech Republic,24,8.46
Dominion,Denmark,29,8.05
Dominion,Ecuador,2,7.00
Dominion,England,14,7.91
Dominion,Estonia,7,8.29
Dominion,Finland,53,8.37
Dominion,France,38,7.98
Dominion,Germany,291,8.20
Dominion,Greece,44,8.31
Dominion,Guatemala,2,9.25
Dominion,Hong Kong,14,8.21
Dominion,Hungary,24,7.72
Dominion,Iceland,2,7.50
Dominion,India,5,8.00
Dominion,Indonesia,3,8.67
Dominion,Iraq,1,9.00
Dominion,Ireland,13,8.41
Dominion,Israel,15,8.59
Dominion,Italy,65,8.04
Dominion,Japan,46,8.03
Dominion,Latvia,9,8.69
Dominion,Lithuania,16,8.34
Dominion,Luxembourg,4,8.25
Dominion,Malaysia,11,7.81
Dominion,Malta,1,9.00
Dominion,Mexico,18,8.25
Dominion,Moldova,2,9.75
Dominion,Netherlands,63,8.26
Dominion,New Zealand,29,8.01
Dominion,Norway,31,8.65
Dominion,Peru,6,7.25
Dominion,Philippines,3,8.17
Dominion,Poland,110,8.15
Dominion,Portugal,20,8.07
Dominion,Romania,19,8.80
Dominion,Russia,26,8.62
Dominion,Saudi Arabia,1,9.00
Dominion,Scotland,8,8.19
Dominion,Serbia,7,7.57
Dominion,Singapore,14,7.84
Dominion,Slovakia,4,8.15
Dominion,Slovenia,4,8.75
Dominion,South Africa,8,8.50
Dominion,South Korea,35,8.52
Dominion,Spain,189,8.01
Dominion,Sweden,72,8.13
Dominion,Switzerland,23,7.98
Dominion,Taiwan,39,8.38
Dominion,Thailand,12,8.08
Dominion,Trinidad and Tobago,1,7.00
Dominion,Uganda,1,8.00
Dominion,Ukraine,9,7.56
Dominion,United Kingdom,237,8.17
Dominion,USA,2646,8.30
Dominion,Uruguay,3,9.67
Dominion,Venezuela,3,9.67
Dominion,Vietnam,3,7.58
Dominion,Wales,3,9.00
Dominion: Intrigue,Argentina,7,8.86
Dominion: Intrigue,Australia,50,7.90
Dominion: Intrigue,Austria,14,7.32
Dominion: Intrigue,Azerbaijan,1,6.00
Dominion: Intrigue,Belarus,2,9.50
Dominion: Intrigue,Belgium,23,8.45
Dominion: Intrigue,Bolivia,2,9.00
Dominion: Intrigue,Brazil,21,8.60
Dominion: Intrigue,Bulgaria,1,8.00
Dominion: Intrigue,Canada,162,8.10
Dominion: Intrigue,Chile,7,8.07
Dominion: Intrigue,China,20,8.81
Dominion: Intrigue,Colombia,2,7.75
Dominion: Intrigue,Croatia,2,7.35
Dominion: Intrigue,Czech Republic,14,8.16
Dominion: Intrigue,Denmark,11,7.52
Dominion: Intrigue,England,8,8.78
Dominion: Intrigue,Estonia,5,7.50
Dominion: Intrigue,Finland,23,7.94
Dominion: Intrigue,France,21,7.80
Dominion: Intrigue,Germany,122,8.15
Dominion: Intrigue,Greece,13,8.65
Dominion: Intrigue,Hong Kong,5,7.62
Dominion: Intrigue,Hungary,7,7.59
Dominion: Intrigue,India,1,5.00
Dominion: Intrigue,Indonesia,3,8.67
Dominion: Intrigue,Ireland,4,8.00
Dominion: Intrigue,Israel,7,9.07
Dominion: Intrigue,Italy,30,8.38
Dominion: Intrigue,Japan,20,7.56
Dominion: Intrigue,Latvia,7,8.27
Dominion: Intrigue,Lithuania,6,8.67
Dominion: Intrigue,Luxembourg,3,6.50
Dominion: Intrigue,Malaysia,5,8.76
Dominion: Intrigue,Mexico,6,7.58
Dominion: Intrigue,Netherlands,27,8.30
Dominion: Intrigue,New Zealand,15,7.83
Dominion: Intrigue,Norway,16,8.44
Dominion: Intrigue,Peru,1,8.00
Dominion: Intrigue,Philippines,3,6.50
Dominion: Intrigue,Poland,56,8.06
Dominion: Intrigue,Portugal,4,9.25
Dominion: Intrigue,Qatar,1,7.60
Dominion: Intrigue,Romania,8,8.93
Dominion: Intrigue,Russia,13,8.38
Dominion: Intrigue,Scotland,1,9.00
Dominion: Intrigue,Serbia,2,8.00
Dominion: Intrigue,Singapore,6,8.42
Dominion: Intrigue,Slovakia,2,7.65
Dominion: Intrigue,Slovenia,1,10.00
Dominion: Intrigue,South Africa,4,8.38
Dominion: Intrigue,South Korea,25,8.30
Dominion: Intrigue,Spain,74,8.03
Dominion: Intrigue,Sweden,28,8.09
Dominion: Intrigue,Switzerland,14,7.93
Dominion: Intrigue,Taiwan,16,8.37
Dominion: Intrigue,Thailand,7,7.56
Dominion: Intrigue,Turks and Caicos Islands,1,6.00
Dominion: Intrigue,Ukraine,8,7.39
Dominion: Intrigue,United Kingdom,84,8.17
Dominion: Intrigue,USA,1090,8.29
Dominion: Intrigue,Uruguay,1,10.00
Dominion: Intrigue,Venezuela,2,8.50
Dominion: Intrigue,Vietnam,2,8.00
Dominion: Intrigue,Wales,3,7.00
Eclipse,Argentina,4,8.30
Eclipse,Australia,26,7.75
Eclipse,Austria,7,8.71
Eclipse,Azerbaijan,1,9.00
Eclipse,Belarus,2,9.25
Eclipse,Belgium,13,8.59
Eclipse,Brazil,35,8.58
Eclipse,Bulgaria,2,9.00
Eclipse,Canada,104,8.35
Eclipse,Chile,3,8.63
Eclipse,China,11,7.38
Eclipse,Colombia,1,8.00
Eclipse,Croatia,4,8.18
Eclipse,Czech Republic,5,7.40
Eclipse,Denmark,7,9.00
Eclipse,Ecuador,1,8.00
Eclipse,England,6,8.18
Eclipse,Estonia,2,8.70
Eclipse,Finland,34,9.01
Eclipse,France,16,8.65
Eclipse,Germany,74,8.35
Eclipse,Greece,13,8.25
Eclipse,Hong Kong,3,7.67
Eclipse,Hungary,4,7.30
Eclipse,Iceland,1,10.00
Eclipse,India,2,6.00
Eclipse,Indonesia,1,8.00
Eclipse,Ireland,4,9.00
Eclipse,Israel,4,8.50
Eclipse,Italy,34,7.91
Eclipse,Japan,6,5.83
Eclipse,Latvia,6,8.50
Eclipse,Lithuania,5,8.00
Eclipse,Luxembourg,1,8.00
Eclipse,Malaysia,2,10.00
Eclipse,Mexico,1,7.00
Eclipse,Netherlands,14,7.90
Eclipse,New Zealand,7,8.29
Eclipse,Norway,9,7.99
Eclipse,Peru,1,9.00
Eclipse,Philippines,1,5.00
Eclipse,Poland,39,8.47
Eclipse,Portugal,4,8.75
Eclipse,Romania,3,8.50
Eclipse,Russia,13,8.54
Eclipse,Scotland,2,7.50
Eclipse,Serbia,3,8.50
Eclipse,Singapore,4,9.00
Eclipse,Slovakia,1,9.00
Eclipse,South Africa,4,9.25
Eclipse,South Korea,9,7.92
Eclipse,Spain,66,8.22
Eclipse,Sweden,20,7.83
Eclipse,Switzerland,6,8.30
Eclipse,Taiwan,7,8.37
Eclipse,Thailand,5,7.90
Eclipse,Ukraine,8,8.88
Eclipse,United Kingdom,71,8.15
Eclipse,USA,600,8.10
Eclipse,Venezuela,3,8.67
Eclipse,Vietnam,1,10.00
Eclipse,Wales,2,6.50
El Grande,Andorra,1,8.50
El Grande,Argentina,11,8.74
El Grande,Australia,55,8.12
El Grande,Austria,21,9.07
El Grande,Belgium,51,8.25
El Grande,Brazil,35,8.45
El Grande,Bulgaria,1,7.00
El Grande,Canada,155,8.14
El Grande,Chile,9,7.91
El Grande,China,8,7.78
El Grande,Colombia,4,8.63
El Grande,Croatia,5,8.88
El Grande,Czech Republic,10,7.50
El Grande,Denmark,15,7.63
El Grande,England,8,8.38
El Grande,Estonia,3,9.00
El Grande,Finland,29,8.27
El Grande,France,20,8.01
El Grande,Germany,228,8.28
El Grande,Greece,21,8.17
El Grande,Hong Kong,9,8.78
El Grande,Hungary,12,7.92
El Grande,India,1,8.00
El Grande,Indonesia,3,8.67
El Grande,Ireland,6,8.33
El Grande,Isle of Man,1,8.50
El Grande,Israel,12,8.25
El Grande,Italy,55,8.23
El Grande,Japan,33,7.98
El Grande,Latvia,3,7.50
El Grande,Lithuania,4,8.25
El Grande,Luxembourg,1,7.00
El Grande,Malaysia,7,8.07
El Grande,Mexico,9,8.33
El Grande,Moldova,1,9.00
El Grande,Netherlands,55,8.05
El Grande,New Zealand,17,7.36
El Grande,Norway,19,8.59
El Grande,Peru,1,7.50
El Grande,Philippines,2,9.00
El Grande,Poland,41,8.07
El Grande,Portugal,10,8.50
El Grande,Qatar,1,8.00
El Grande,Romania,5,8.90
El Grande,Russia,1,7.00
El Grande,Saudi Arabia,1,9.00
El Grande,Scotland,2,8.00
El Grande,Serbia,3,8.17
El Grande,Singapore,9,8.56
